title,type,release_year,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,cluster,name
Birdgirl,SHOW,2021,22,2.0,5.7,730.0,5.982,7.6,US,1,comedy,1,birdgirl
Para - We Are King,SHOW,2021,48,1.0,6.7,216.0,5.775,7.0,DE,1,drama,45,para - we are king
Obama: In Pursuit of a More Perfect Union,SHOW,2021,98,1.0,5.8,964.0,1.411,8.5,US,1,documentation,26,obama: in pursuit of a more perfect union
"Pray, Obey, Kill",SHOW,2021,57,1.0,6.6,1043.0,1.998,7.1,SE,1,crime,-1,"pray, obey, kill"
Teenage Euthanasia,SHOW,2021,22,1.0,5.3,269.0,4.602,3.0,US,1,animation,22,teenage euthanasia
Catch and Kill: The Podcast Tapes,SHOW,2021,26,1.0,7.2,711.0,2.33,7.0,US,1,documentation,26,catch and kill: the podcast tapes
The American Guest,SHOW,2021,53,1.0,7.3,211.0,3.205,8.0,BR,1,drama,49,the american guest
"Bilardo, the Soccer Doctor",SHOW,2022,52,1.0,7.9,196.0,27.814,6.7,AR,1,documentation,-1,"bilardo, the soccer doctor"
The Hype,SHOW,2021,44,2.0,5.2,158.0,3.037,1.0,US,1,reality,19,the hype
Chillin Island,SHOW,2021,23,1.0,5.7,194.0,0.649,5.0,US,1,comedy,1,chillin island
Wahl Street,SHOW,2021,26,1.0,6.2,369.0,1.4,5.5,US,1,documentation,26,wahl street
Black and Missing,SHOW,2021,54,1.0,5.8,218.0,4.711,3.5,US,1,documentation,26,black and missing
Queer You Are,SHOW,2021,26,1.0,6.9,594.0,7.035,7.1,ES,1,comedy,42,queer you are
Dafne and the Rest,SHOW,2021,34,1.0,6.7,459.0,8.8,6.5,ES,1,drama,34,dafne and the rest
Small Town News: KPVM Pahrump,SHOW,2021,28,1.0,6.6,254.0,0.869,6.5,US,1,documentation,26,small town news: kpvm pahrump
Head of the Class,SHOW,2021,22,1.0,4.4,383.0,1.4,5.5,US,1,comedy,1,head of the class
Amongst Men,SHOW,2021,53,1.0,6.9,203.0,3.592,7.4,AR,1,drama,39,amongst men
Elliott from Earth,SHOW,2021,12,1.0,7.6,311.0,12.024,7.4,GB,1,scifi,47,elliott from earth
Baketopia,SHOW,2021,33,1.0,7.2,97.0,1.738,7.0,US,1,reality,19,baketopia
Love Spells,SHOW,2021,44,1.0,6.5,64.0,4.231,7.1,MX,1,romance,-1,love spells
Sandy + Chef,SHOW,2021,25,1.0,7.5,15.0,5.301,10.0,BR,1,reality,-1,sandy + chef
Rap Battlefield,SHOW,2021,46,1.0,5.5,73.0,22.794,8.1,AR,1,drama,39,rap battlefield
Dolores: The Truth About the Wanninkhof Case,SHOW,2021,43,1.0,7.4,245.0,5.186,8.0,ES,1,documentation,52,dolores: the truth about the wanninkhof case
Level Playing Field,SHOW,2021,26,1.0,5.5,60.0,4.595,5.0,US,1,documentation,26,level playing field
Os Ausentes,SHOW,2021,46,1.0,5.9,59.0,4.624,10.0,BR,1,action,-1,os ausentes
Through Our Eyes,SHOW,2021,33,1.0,6.1,38.0,0.84,1.0,US,1,documentation,26,through our eyes
Sweet Life: Los Angeles,SHOW,2021,34,2.0,4.0,137.0,2.579,5.5,US,1,reality,19,sweet life: los angeles
Little Ellen,SHOW,2021,11,2.0,1.7,284.0,2.709,1.0,US,1,family,-1,little ellen
The Three Stooges,SHOW,1934,19,26.0,8.6,1092.0,15.424,7.6,US,1,comedy,1,the three stooges
What's My Line?,SHOW,1950,30,18.0,8.6,1563.0,87.392,6.9,US,1,reality,-1,what's my line?
I Love Lucy,SHOW,1951,30,9.0,8.5,25944.0,17.088,8.1,US,1,comedy,1,i love lucy
Mister Rogers' Neighborhood,SHOW,1968,29,31.0,8.7,8675.0,8.747,4.7,US,1,fantasy,-1,mister rogers' neighborhood
Lupin the Third,SHOW,1971,23,6.0,7.9,2116.0,45.829,8.0,JP,1,scifi,8,lupin the third
Dark Shadows,SHOW,1966,24,12.0,8.1,4694.0,25.263,6.7,US,1,scifi,2,dark shadows
NOVA,SHOW,1974,57,49.0,8.7,2725.0,71.043,7.1,US,1,documentation,-1,nova
Sanford and Son,SHOW,1972,30,6.0,7.9,9354.0,10.412,7.5,US,1,comedy,1,sanford and son
The Jeffersons,SHOW,1975,25,11.0,7.5,9250.0,11.114,7.3,US,1,comedy,1,the jeffersons
Gardeners' World,SHOW,1968,54,22.0,8.3,243.0,10.063,8.5,GB,1,documentation,41,gardeners' world
Diff'rent Strokes,SHOW,1978,25,8.0,6.6,11238.0,1.597,7.1,US,1,drama,10,diff'rent strokes
Rowan & Martin's Laugh-In,SHOW,1968,56,6.0,8.0,3090.0,7.815,7.2,US,1,comedy,1,rowan & martin's laugh-in
The Gumby Show,SHOW,1955,13,2.0,7.0,1493.0,4.508,5.2,US,1,comedy,1,the gumby show
The Danny Thomas Show,SHOW,1953,30,11.0,7.1,1073.0,7.891,6.3,US,1,comedy,1,the danny thomas show
Route 66,SHOW,1960,51,4.0,7.8,1697.0,7.797,6.2,US,1,drama,10,route 66
The Lucy Show,SHOW,1962,30,6.0,7.2,2797.0,8.858,7.5,US,1,comedy,1,the lucy show
The Donna Reed Show,SHOW,1958,30,8.0,7.4,1616.0,21.518,6.3,US,1,comedy,1,the donna reed show
Letter to Loretta,SHOW,1953,30,8.0,7.7,253.0,2.477,6.0,US,1,drama,10,letter to loretta
Here's Lucy,SHOW,1968,30,6.0,6.8,1584.0,7.342,7.3,US,1,comedy,1,here's lucy
The Duchess of Duke Street,SHOW,1976,52,2.0,8.3,1375.0,3.741,8.2,GB,1,drama,29,the duchess of duke street
QB VII,SHOW,1974,153,1.0,7.7,786.0,1.924,8.5,US,1,drama,-1,qb vii
Free to Choose,SHOW,1980,57,2.0,9.2,279.0,1.4,7.8,US,1,documentation,26,free to choose
Disraeli,SHOW,1978,63,1.0,7.6,224.0,2.351,7.7,GB,1,drama,29,disraeli
Yancy Derringer,SHOW,1958,28,1.0,8.0,383.0,5.705,7.5,US,1,western,-1,yancy derringer
To Tell the Truth,SHOW,1956,29,7.0,7.7,482.0,2.983,7.8,US,1,reality,19,to tell the truth
The Westerner,SHOW,1960,30,1.0,8.2,218.0,2.34,7.0,US,1,western,-1,the westerner
Message from Space: Galactic Wars,SHOW,1978,23,1.0,7.2,179.0,5.519,8.6,JP,1,scifi,8,message from space: galactic wars
C.P.O. Sharkey,SHOW,1976,25,2.0,7.0,331.0,2.731,6.0,US,1,comedy,1,c.p.o. sharkey
Card Sharks,SHOW,1978,24,6.0,6.8,445.0,0.811,7.0,US,1,family,3,card sharks
The New 3 Stooges,SHOW,1965,19,1.0,7.0,334.0,3.11,10.0,US,1,comedy,1,the new 3 stooges
Tattletales,SHOW,1974,30,4.0,7.6,48.0,0.98,6.0,US,1,comedy,1,tattletales
The Kids in the Hall,SHOW,1989,24,6.0,8.4,9794.0,14.945,7.7,CA,1,comedy,18,the kids in the hall
Mr. Bean,SHOW,1990,21,3.0,8.6,114774.0,31.763,7.9,GB,1,comedy,0,mr. bean
He-Man and the Masters of the Universe,SHOW,1983,23,3.0,7.5,18355.0,25.159,7.3,US,1,action,17,he-man and the masters of the universe
Reading Rainbow,SHOW,1983,28,16.0,8.4,4618.0,2.832,8.8,US,1,family,3,reading rainbow
Thomas & Friends,SHOW,1984,10,24.0,6.5,4948.0,49.384,6.6,GB,1,family,-1,thomas & friends
Baywatch,SHOW,1989,46,11.0,5.3,27179.0,59.02,5.7,US,1,action,17,baywatch
Home and Away,SHOW,1988,24,35.0,5.1,5942.0,77.918,6.2,AU,1,drama,-1,home and away
House of Cards,SHOW,1990,54,3.0,8.5,14304.0,14.634,8.3,GB,1,war,44,house of cards
She-Ra: Princess of Power,SHOW,1985,22,3.0,6.7,6128.0,17.018,7.6,US,1,animation,22,she-ra: princess of power
Voltron: Defender of the Universe,SHOW,1984,24,3.0,7.9,4740.0,14.719,8.0,US,2,scifi,2,voltron: defender of the universe
The Storyteller,SHOW,1988,24,2.0,8.8,4478.0,34.244,8.2,GB,2,action,20,the storyteller
Bobby's World,SHOW,1990,22,7.0,7.2,4503.0,7.875,7.0,US,1,animation,22,bobby's world
227,SHOW,1985,24,5.0,6.6,3380.0,7.221,7.0,US,1,comedy,1,227
'Allo 'Allo!,SHOW,1984,28,9.0,8.4,25098.0,23.975,7.9,GB,1,war,44,'allo 'allo!
Pingu,SHOW,1986,9,6.0,7.4,6678.0,37.099,6.8,CH,2,comedy,-1,pingu
The Bold and the Beautiful,SHOW,1987,21,34.0,3.3,7627.0,260.884,5.8,US,1,drama,-1,the bold and the beautiful
Tall Tales & Legends,SHOW,1985,51,1.0,7.1,183.0,5.285,3.3,US,1,comedy,1,tall tales & legends
Fireman Sam,SHOW,1987,10,13.0,6.1,1759.0,25.697,7.3,GB,1,comedy,0,fireman sam
Vietnam,SHOW,1987,43,1.0,7.7,535.0,3.769,9.0,AU,1,war,-1,vietnam
Babar,SHOW,1989,24,6.0,6.6,5.0,3.894,6.7,CA,2,animation,9,babar
Mussolini: The Untold Story,SHOW,1985,61,1.0,7.1,517.0,3.633,6.0,GB,2,drama,29,mussolini: the untold story
Alice in Wonderland,SHOW,1986,29,1.0,7.2,73.0,0.6,7.0,GB,1,scifi,47,alice in wonderland
Desmond's,SHOW,1989,24,6.0,7.8,920.0,3.555,6.6,GB,1,comedy,0,desmond's
Press Your Luck,SHOW,1983,27,3.0,7.5,699.0,5.072,8.8,US,1,comedy,1,press your luck
Act of Will,SHOW,1989,100,1.0,5.6,153.0,1.37,2.0,GB,1,drama,29,act of will
My Pet Monster,SHOW,1987,23,1.0,6.9,440.0,2.353,8.5,US,1,animation,22,my pet monster
How 2,SHOW,1990,15,15.0,7.3,138.0,1.4,6.5,GB,1,documentation,41,how 2
Den of Wolves,SHOW,1986,22,1.0,8.6,256.0,6.706,7.3,MX,1,drama,28,den of wolves
Super Password,SHOW,1984,22,5.0,7.2,279.0,0.734,7.5,US,1,family,3,super password
Survivor,SHOW,2000,48,42.0,7.4,24368.0,73.107,7.3,US,1,reality,19,survivor
SpongeBob SquarePants,SHOW,1999,19,13.0,8.2,94527.0,18.085,7.6,US,1,scifi,2,spongebob squarepants
Buffy the Vampire Slayer,SHOW,1997,52,7.0,8.3,142891.0,50.995,8.2,US,1,scifi,2,buffy the vampire slayer
Pokémon,SHOW,1997,22,24.0,7.6,172.0,138.135,7.6,JP,1,scifi,8,pokémon
Farscape,SHOW,1999,48,5.0,8.3,36483.0,28.242,7.9,US,2,scifi,2,farscape
The Real World,SHOW,1992,34,33.0,6.2,28.0,10.816,6.3,US,1,reality,19,the real world
Sonic Underground,SHOW,1999,22,1.0,6.1,2943.0,38.567,6.9,US,2,action,17,sonic underground
Mad About You,SHOW,1992,23,10.0,6.7,23155.0,17.895,6.4,US,1,comedy,1,mad about you
The Man from Snowy River,SHOW,1994,44,4.0,7.3,830.0,15.796,6.6,AU,1,western,-1,the man from snowy river
Blue's Clues,SHOW,1996,25,7.0,6.9,5829.0,31.754,7.9,US,1,comedy,1,blue's clues
Adventures of Sonic the Hedgehog,SHOW,1993,22,4.0,6.2,3808.0,23.374,6.2,US,1,action,17,adventures of sonic the hedgehog
Arthur,SHOW,1996,26,25.0,7.4,14014.0,24.827,7.0,CA,2,comedy,18,arthur
Ghost Stories,SHOW,2000,24,1.0,8.0,1884.0,11.242,8.3,JP,1,scifi,8,ghost stories
Dora the Explorer,SHOW,2000,26,8.0,4.2,6454.0,65.679,6.1,US,1,action,17,dora the explorer
Angel,SHOW,1999,42,5.0,7.9,69430.0,63.127,8.0,US,1,scifi,2,angel
Barney & Friends,SHOW,1992,28,14.0,3.8,9955.0,46.955,5.0,US,1,family,3,barney & friends
Tales from the Cryptkeeper,SHOW,1993,22,3.0,7.5,1326.0,15.844,7.9,CA,2,scifi,5,tales from the cryptkeeper
Secrets of the Dead,SHOW,2000,56,19.0,7.9,559.0,5.725,6.1,GB,2,thriller,-1,secrets of the dead
Queer as Folk,SHOW,1999,48,2.0,8.2,6724.0,12.578,8.2,GB,1,drama,29,queer as folk
Hamish Macbeth,SHOW,1995,49,3.0,7.8,1993.0,9.083,7.8,GB,1,drama,29,hamish macbeth
The Adventures of Tintin,SHOW,1991,23,7.0,8.2,17859.0,25.766,8.0,US,4,action,-1,the adventures of tintin
Bottom,SHOW,1991,30,3.0,8.3,12964.0,8.327,8.1,GB,1,comedy,0,bottom
Zoboomafoo,SHOW,1999,26,2.0,7.5,3096.0,7.836,6.1,CA,2,comedy,18,zoboomafoo
Time Team,SHOW,1994,48,21.0,8.5,1499.0,3.039,7.5,GB,1,documentation,41,time team
Caillou,SHOW,1998,24,10.0,3.9,3168.0,22.775,5.4,CA,1,family,-1,caillou
Clifford the Big Red Dog,SHOW,2000,21,3.0,5.3,150.0,8.58,6.7,US,1,animation,22,clifford the big red dog
Moesha,SHOW,1996,21,6.0,5.7,3713.0,7.483,7.3,US,1,drama,10,moesha
The Royle Family,SHOW,1998,34,4.0,8.2,7762.0,3.098,7.5,GB,1,comedy,0,the royle family
"Sister, Sister",SHOW,1994,22,6.0,6.2,12535.0,12.029,7.6,US,1,comedy,1,"sister, sister"
Call of the Wild,SHOW,2000,47,1.0,6.6,226.0,2.533,7.2,US,1,action,17,call of the wild
Great Teacher Onizuka,SHOW,1999,25,1.0,8.4,3728.0,16.159,8.3,JP,1,drama,7,great teacher onizuka
Rolie Polie Olie,SHOW,1998,21,6.0,6.3,2861.0,8.697,6.8,FR,4,animation,-1,rolie polie olie
Ivanhoe,SHOW,1997,49,1.0,7.4,1109.0,4.553,7.7,GB,1,action,20,ivanhoe
Monster Rancher,SHOW,1999,21,3.0,7.0,1407.0,14.516,8.2,JP,1,animation,6,monster rancher
The Big Comfy Couch,SHOW,1993,25,7.0,7.1,1571.0,2.685,8.0,CA,1,family,-1,the big comfy couch
Bananas in Pyjamas,SHOW,1992,8,6.0,5.5,2828.0,11.056,4.9,AU,1,animation,-1,bananas in pyjamas
The FBI Files,SHOW,1998,50,7.0,7.9,1145.0,3.258,7.3,US,1,documentation,26,the fbi files
Big Sky,SHOW,1997,44,2.0,6.7,119.0,8.092,8.0,AU,1,drama,11,big sky
The History of Tom Jones,SHOW,1997,62,1.0,7.7,807.0,2.353,7.0,GB,1,drama,29,the history of tom jones
Magic Knight Rayearth,SHOW,1994,24,2.0,7.7,889.0,27.056,8.6,JP,1,scifi,8,magic knight rayearth
Little Men,SHOW,1998,45,2.0,7.4,346.0,6.593,9.0,CA,2,drama,15,little men
People Like Us,SHOW,1999,30,2.0,8.4,558.0,3.256,8.5,GB,1,comedy,0,people like us
Rupert,SHOW,1991,24,6.0,7.0,1680.0,13.345,6.8,CA,1,fantasy,-1,rupert
Kratts' Creatures,SHOW,1996,27,1.0,8.2,251.0,1.96,8.3,US,2,family,3,kratts' creatures
The Ambassador,SHOW,1998,50,2.0,7.1,145.0,2.612,5.0,GB,1,drama,29,the ambassador
Toxic Crusaders,SHOW,1991,24,1.0,6.5,514.0,3.163,7.0,US,1,animation,22,toxic crusaders
A Difficult Woman,SHOW,1998,51,1.0,6.5,108.0,2.461,6.0,AU,1,drama,11,a difficult woman
The Wubbulous World of Dr. Seuss,SHOW,1996,26,2.0,6.6,173.0,4.423,10.0,US,1,animation,22,the wubbulous world of dr. seuss
Jim Henson's The Storyteller: Greek Myths,SHOW,1991,24,1.0,8.1,1711.0,0.0001636368319856,8.2,US,1,drama,10,jim henson's the storyteller: greek myths
World War II: When Lions Roared,SHOW,1994,92,1.0,6.6,547.0,3.484,7.0,US,1,war,33,world war ii: when lions roared
Rex the Runt,SHOW,1998,10,2.0,7.8,350.0,2.326,8.0,GB,1,animation,4,rex the runt
The Tales of Para Handy,SHOW,1994,48,2.0,8.0,98.0,2.33,5.0,GB,1,comedy,0,the tales of para handy
Timothy Goes to School,SHOW,2000,21,2.0,6.6,478.0,3.833,5.7,CA,2,animation,9,timothy goes to school
Dragon Half,SHOW,1993,26,1.0,7.2,453.0,1.124,8.0,JP,1,scifi,8,dragon half
Downton Abbey,SHOW,2010,58,6.0,8.7,197744.0,57.029,8.1,GB,1,drama,29,downton abbey
How I Met Your Mother,SHOW,2005,24,9.0,8.3,661972.0,153.898,8.2,US,1,comedy,1,how i met your mother
House,SHOW,2004,44,8.0,8.7,448480.0,286.211,8.6,US,1,drama,10,house
Scrubs,SHOW,2001,24,9.0,8.4,251172.0,73.23,8.0,US,1,comedy,1,scrubs
Dexter,SHOW,2006,53,8.0,8.7,711566.0,81.642,8.2,US,1,drama,10,dexter
Community,SHOW,2009,23,6.0,8.5,252564.0,48.311,8.0,US,1,comedy,1,community
Party Down,SHOW,2009,28,2.0,8.3,30771.0,14.634,7.6,US,1,comedy,1,party down
Psych,SHOW,2006,44,8.0,8.4,95103.0,53.348,7.8,US,1,drama,10,psych
Monk,SHOW,2002,43,8.0,8.0,73388.0,93.597,7.9,US,1,drama,10,monk
Peppa Pig,SHOW,2004,7,7.0,6.3,4839.0,96.961,6.7,GB,1,animation,4,peppa pig
Sonic X,SHOW,2003,21,3.0,6.1,4577.0,104.486,7.5,JP,1,action,21,sonic x
The Kids in the Hall: Death Comes to Town,SHOW,2010,22,1.0,7.4,1338.0,1.309,6.1,CA,1,comedy,18,the kids in the hall: death comes to town
Eureka,SHOW,2006,46,5.0,7.9,52747.0,69.52,7.8,US,1,scifi,2,eureka
The Inbetweeners,SHOW,2008,24,3.0,8.4,86104.0,27.469,7.7,GB,1,comedy,0,the inbetweeners
America's Next Top Model,SHOW,2003,44,24.0,5.6,17843.0,12.812,5.3,US,1,reality,19,america's next top model
Garth Marenghi's Darkplace,SHOW,2004,24,1.0,8.5,17944.0,7.335,8.1,GB,1,scifi,47,garth marenghi's darkplace
Merlin,SHOW,2008,44,5.0,7.9,80138.0,123.15,7.9,GB,1,action,20,merlin
Between Two Ferns with Zach Galifianakis,SHOW,2008,4,1.0,8.4,8446.0,15.251,7.6,US,1,comedy,1,between two ferns with zach galifianakis
Secret Diary of a Call Girl,SHOW,2007,23,4.0,7.4,13414.0,12.327,7.0,US,2,drama,10,secret diary of a call girl
Prisoners of War,SHOW,2010,51,2.0,8.3,2391.0,7.806,8.4,IL,1,drama,-1,prisoners of war
Elfen Lied,SHOW,2004,26,2.0,8.0,32645.0,30.973,8.5,JP,1,animation,6,elfen lied
Rake,SHOW,2010,55,5.0,8.5,7739.0,15.315,7.7,AU,1,drama,11,rake
Hustle,SHOW,2004,58,8.0,8.2,22525.0,30.282,7.8,GB,1,drama,29,hustle
Bad Girls Club,SHOW,2006,40,17.0,4.7,2727.0,21.39,6.1,US,1,reality,19,bad girls club
Ugly Betty,SHOW,2006,52,4.0,6.6,43413.0,29.454,6.1,US,1,comedy,1,ugly betty
Todd and the Book of Pure Evil,SHOW,2010,23,2.0,8.2,3712.0,5.019,7.1,CA,1,scifi,5,todd and the book of pure evil
The Indian Doctor,SHOW,2010,45,3.0,8.0,1275.0,2.176,6.7,GB,1,drama,29,the indian doctor
Dinosaur Train,SHOW,2009,19,7.0,6.5,1178.0,23.343,6.9,US,1,animation,22,dinosaur train
8 out of 10 Cats,SHOW,2005,31,22.0,7.7,5778.0,8.062,7.4,GB,1,comedy,0,8 out of 10 cats
I Shouldn't Be Alive,SHOW,2005,47,6.0,8.4,18.0,6.583,7.3,US,1,documentation,26,i shouldn't be alive
Republic of Doyle,SHOW,2010,44,6.0,7.5,4025.0,17.019,7.4,CA,1,drama,15,republic of doyle
H2O: Just Add Water,SHOW,2006,25,3.0,7.2,14782.0,21.417,7.8,AU,1,drama,11,h2o: just add water
Wallace & Gromit's Cracking Contraptions,SHOW,2002,1,1.0,7.6,2889.0,3.844,9.5,US,1,comedy,1,wallace & gromit's cracking contraptions
Totally Spies!,SHOW,2001,22,6.0,7.1,10214.0,29.598,7.4,FR,2,action,-1,totally spies!
Murphy's Law,SHOW,2001,63,5.0,7.7,1324.0,5.822,7.6,GB,1,drama,29,murphy's law
The Only Way Is Essex,SHOW,2010,37,28.0,2.2,12.0,14.278,4.7,GB,1,reality,-1,the only way is essex
Great British Menu,SHOW,2006,39,16.0,7.3,373.0,3.017,7.7,GB,1,reality,14,great british menu
Boys Over Flowers,SHOW,2009,64,1.0,7.9,11579.0,75.209,8.3,KR,1,comedy,24,boys over flowers
Meerkat Manor,SHOW,2005,21,4.0,8.3,1235.0,3.519,7.9,US,2,drama,10,meerkat manor
Winx Club,SHOW,2004,23,8.0,6.2,6700.0,25.162,8.2,IT,1,action,-1,winx club
Packed to the Rafters,SHOW,2008,44,6.0,7.5,2259.0,10.697,8.4,AU,1,drama,11,packed to the rafters
Look: The Series,SHOW,2010,26,1.0,7.0,238.0,2.119,6.3,US,1,drama,10,look: the series
Toradora!,SHOW,2008,30,2.0,8.0,14307.0,28.197,8.5,JP,1,animation,6,toradora!
Dance Academy,SHOW,2010,25,3.0,8.1,4635.0,20.44,7.6,AU,1,drama,11,dance academy
Deal or No Deal,SHOW,2005,46,6.0,4.9,3951.0,5.569,7.0,US,1,comedy,1,deal or no deal
Shaun the Sheep,SHOW,2007,7,6.0,8.0,25.0,24.246,7.9,GB,1,animation,4,shaun the sheep
The Bernie Mac Show,SHOW,2001,22,5.0,7.1,7716.0,13.608,6.4,US,1,comedy,1,the bernie mac show
Victorian Farm,SHOW,2009,59,1.0,8.7,622.0,2.817,8.8,GB,1,documentation,41,victorian farm
Jeremiah,SHOW,2002,44,2.0,7.0,4420.0,8.945,6.9,CA,2,action,30,jeremiah
Ninja Scroll: The Series,SHOW,2003,23,1.0,6.9,1642.0,10.915,6.7,JP,1,scifi,8,ninja scroll: the series
The Triangle,SHOW,2005,85,1.0,6.5,9191.0,14.711,6.3,US,1,scifi,2,the triangle
Holby Blue,SHOW,2007,52,2.0,6.5,333.0,3.971,6.5,GB,1,drama,29,holby blue
Everest: Beyond the Limit,SHOW,2006,44,3.0,8.4,946.0,0.903,7.5,US,1,documentation,26,everest: beyond the limit
Getting On,SHOW,2009,29,3.0,8.1,1355.0,4.863,6.7,GB,1,drama,29,getting on
Cyberchase,SHOW,2002,25,12.0,6.9,2538.0,5.227,7.4,CA,2,comedy,18,cyberchase
Underbelly,SHOW,2008,45,6.0,8.0,4807.0,23.54,6.7,AU,1,drama,11,underbelly
Team Umizoomi,SHOW,2010,25,4.0,6.1,903.0,17.152,6.2,US,1,scifi,2,team umizoomi
The Game,SHOW,2006,22,10.0,6.6,4417.0,7.989,8.4,US,1,comedy,1,the game
The Secret Life of Us,SHOW,2001,45,4.0,7.6,1311.0,5.002,5.0,AU,1,drama,11,the secret life of us
Beyblade: Metal Fusion,SHOW,2009,22,5.0,6.1,1683.0,35.385,7.8,JP,1,animation,6,beyblade: metal fusion
Mr. Bean: The Animated Series,SHOW,2002,11,5.0,6.9,11545.0,45.26,6.8,GB,1,comedy,0,mr. bean: the animated series
Sid the Science Kid,SHOW,2008,27,4.0,5.4,685.0,18.483,5.9,US,1,animation,22,sid the science kid
Kenichi: The Mightiest Disciple,SHOW,2006,24,2.0,8.1,2108.0,52.173,8.5,JP,1,action,21,kenichi: the mightiest disciple
The Legend of Bruce Lee,SHOW,2008,45,1.0,7.0,1422.0,13.767,5.8,CN,1,action,25,the legend of bruce lee
Wheeler Dealers,SHOW,2003,38,22.0,8.2,3143.0,23.523,7.3,GB,2,documentation,41,wheeler dealers
WordWorld,SHOW,2007,29,3.0,6.6,414.0,4.297,7.0,US,1,animation,22,wordworld
Peep and the Big Wide World,SHOW,2004,26,5.0,7.9,644.0,6.941,7.9,CA,2,animation,9,peep and the big wide world
Ruby Gloom,SHOW,2006,23,2.0,7.7,1140.0,8.943,7.8,US,2,scifi,2,ruby gloom
Princess Tutu,SHOW,2002,24,2.0,8.1,1007.0,11.279,7.3,JP,1,comedy,23,princess tutu
Intelligence,SHOW,2006,45,2.0,8.1,2103.0,6.398,8.3,CA,1,action,30,intelligence
Medabots,SHOW,2001,24,3.0,6.7,2301.0,26.513,8.4,US,2,animation,22,medabots
Hyperdrive,SHOW,2006,30,2.0,6.6,2229.0,3.305,7.5,GB,1,scifi,47,hyperdrive
Cromartie High School,SHOW,2003,11,1.0,7.6,799.0,5.33,6.9,JP,1,animation,6,cromartie high school
Total Wipeout,SHOW,2009,58,6.0,5.9,1472.0,5.572,7.5,GB,1,reality,14,total wipeout
The Garfield Show,SHOW,2009,17,5.0,5.3,2499.0,19.716,5.3,US,1,animation,22,the garfield show
The Block,SHOW,2003,51,17.0,6.2,567.0,11.505,5.0,AU,1,reality,54,the block
Strange Days at Blake Holsey High,SHOW,2002,21,4.0,8.0,1350.0,3.961,8.6,CA,2,scifi,5,strange days at blake holsey high
Class of the Titans,SHOW,2005,23,2.0,7.1,531.0,8.164,7.1,CA,1,scifi,5,class of the titans
MegaStructures,SHOW,2004,59,18.0,7.3,998.0,6.549,7.6,US,1,documentation,26,megastructures
Serial Killers,SHOW,2009,53,1.0,7.4,26.0,1.134,6.0,NZ,1,documentation,-1,serial killers
My Kitchen Rules,SHOW,2010,56,11.0,7.1,879.0,12.719,6.2,AU,1,reality,54,my kitchen rules
Requiem from the Darkness,SHOW,2003,25,1.0,7.1,247.0,6.645,9.0,JP,1,thriller,-1,requiem from the darkness
Teachers,SHOW,2001,47,4.0,7.8,3556.0,8.702,7.1,GB,1,comedy,0,teachers
Chaotic,SHOW,2006,21,3.0,6.4,561.0,1.4,9.0,CA,4,scifi,-1,chaotic
WordGirl,SHOW,2007,19,9.0,7.1,1231.0,33.935,7.3,US,1,animation,22,wordgirl
Pucca,SHOW,2006,13,5.0,6.8,4461.0,12.637,8.2,CA,2,animation,9,pucca
Busytown Mysteries,SHOW,2007,27,2.0,6.4,154.0,3.581,7.0,CA,1,animation,9,busytown mysteries
Angelina Ballerina,SHOW,2002,21,3.0,5.5,444.0,5.391,6.0,GB,1,animation,4,angelina ballerina
Mischievous Kiss,SHOW,2010,62,1.0,7.1,3453.0,33.079,7.8,KR,1,comedy,24,mischievous kiss
Yu-Gi-Oh! 5D's,SHOW,2008,24,5.0,6.9,1629.0,13.423,8.1,JP,1,scifi,8,yu-gi-oh! 5d's
Soviet Storm: WW2 in the East,SHOW,2010,47,2.0,8.6,249.0,10.025,8.3,RU,1,war,-1,soviet storm: ww2 in the east
The Saddle Club,SHOW,2001,25,3.0,5.9,1024.0,14.446,6.2,CA,3,family,-1,the saddle club
Tenjho Tenge,SHOW,2004,23,1.0,6.9,1246.0,20.378,7.8,JP,1,action,21,tenjho tenge
Chi's Sweet Home,SHOW,2008,7,4.0,7.9,52.0,10.273,6.5,JP,1,animation,6,chi's sweet home
Fetch! with Ruff Ruffman,SHOW,2006,27,5.0,7.3,868.0,4.381,8.0,US,1,animation,22,fetch! with ruff ruffman
Ultraseven X,SHOW,2007,24,1.0,7.2,72.0,0.6,10.0,JP,1,action,21,ultraseven x
Srugim,SHOW,2008,36,3.0,8.3,393.0,5.001,6.3,IL,1,drama,-1,srugim
Supersize vs Superskinny,SHOW,2008,46,7.0,6.6,500.0,5.714,6.2,GB,1,reality,14,supersize vs superskinny
Braceface,SHOW,2001,21,4.0,6.3,3257.0,13.906,6.3,CA,2,animation,9,braceface
ItaKiss,SHOW,2008,25,1.0,7.3,1584.0,3.042,6.7,JP,1,animation,6,itakiss
M.I. High,SHOW,2007,29,7.0,6.1,1196.0,5.673,6.0,GB,1,scifi,47,m.i. high
Mail Call,SHOW,2002,26,8.0,8.3,448.0,1.96,6.7,US,1,comedy,1,mail call
Martha Speaks,SHOW,2008,27,7.0,6.6,1044.0,2.692,8.5,US,1,animation,22,martha speaks
Jane and the Dragon,SHOW,2005,24,1.0,7.4,816.0,1.774,5.0,CA,1,scifi,5,jane and the dragon
