title,type,release_year,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,cluster,name
Treme,SHOW,2010,62,4.0,8.3,14574.0,22.116,8.1,US,1,drama,10,treme
Check It Out! with Dr. Steve Brule,SHOW,2010,12,4.0,8.6,6343.0,7.785,8.0,US,1,comedy,1,check it out! with dr. steve brule
Batman: The Brave and the Bold,SHOW,2008,23,3.0,7.3,8933.0,65.006,7.5,US,1,action,17,batman: the brave and the bold
Justice League Unlimited,SHOW,2004,24,3.0,8.7,15112.0,46.703,8.3,US,1,action,17,justice league unlimited
Gold Rush,SHOW,2010,46,12.0,7.2,4842.0,43.085,7.0,US,1,reality,19,gold rush
Carnivàle,SHOW,2003,52,2.0,8.4,44408.0,13.664,8.1,US,1,scifi,2,carnivàle
Everwood,SHOW,2002,45,4.0,7.3,65.0,15.067,7.7,US,1,drama,10,everwood
What I Like About You,SHOW,2002,22,4.0,6.6,13242.0,11.735,6.0,US,1,comedy,1,what i like about you
The Grim Adventures of Billy and Mandy,SHOW,2001,18,7.0,7.7,23135.0,77.988,8.1,US,1,comedy,1,the grim adventures of billy and mandy
Ben 10,SHOW,2005,22,4.0,7.4,18578.0,134.112,8.1,US,1,action,17,ben 10
"What's New, Scooby-Doo?",SHOW,2002,21,3.0,7.2,9435.0,32.217,7.9,US,1,action,17,"what's new, scooby-doo?"
In Treatment,SHOW,2008,26,4.0,8.3,17199.0,29.345,8.0,US,1,drama,10,in treatment
Hung,SHOW,2009,29,3.0,7.2,21878.0,25.246,6.3,US,1,comedy,1,hung
The Comeback,SHOW,2005,31,2.0,8.0,7032.0,5.673,7.6,US,1,comedy,1,the comeback
Codename: Kids Next Door,SHOW,2002,20,6.0,7.2,19799.0,1.096,8.2,US,1,action,17,codename: kids next door
Foster's Home for Imaginary Friends,SHOW,2004,24,6.0,7.6,21880.0,32.983,7.9,US,1,scifi,2,foster's home for imaginary friends
Storm Chasers,SHOW,2007,45,6.0,7.3,879.0,2.822,6.3,US,1,documentation,26,storm chasers
The Bachelorette,SHOW,2003,78,18.0,3.3,5450.0,7.45,4.3,US,1,reality,19,the bachelorette
Frisky Dingo,SHOW,2006,10,2.0,8.2,7295.0,4.045,7.5,US,1,animation,22,frisky dingo
The No. 1 Ladies' Detective Agency,SHOW,2009,65,1.0,8.2,3477.0,9.247,7.2,GB,1,crime,38,the no. 1 ladies' detective agency
Men of a Certain Age,SHOW,2009,43,2.0,8.0,4287.0,6.348,7.5,US,1,drama,10,men of a certain age
Superjail!,SHOW,2008,12,4.0,7.7,7202.0,9.916,7.6,US,1,action,17,superjail!
Squidbillies,SHOW,2004,12,13.0,6.7,7140.0,9.519,7.0,US,1,comedy,1,squidbillies
Five Days,SHOW,2007,58,2.0,6.6,2700.0,9.239,6.3,GB,1,drama,29,five days
Pocoyo,SHOW,2005,11,4.0,3.9,93.0,21.257,7.1,ES,2,animation,-1,pocoyo
The Marvelous Misadventures of Flapjack,SHOW,2008,17,3.0,7.8,13688.0,23.719,8.0,US,1,scifi,2,the marvelous misadventures of flapjack
Tell Me You Love Me,SHOW,2007,44,1.0,7.3,3813.0,7.358,7.0,US,1,drama,10,tell me you love me
Chowder,SHOW,2007,17,4.0,7.4,13523.0,25.051,8.2,US,1,animation,22,chowder
Tom Goes to the Mayor,SHOW,2004,11,2.0,6.7,3608.0,6.993,7.1,US,1,animation,22,tom goes to the mayor
Ben 10: Alien Force,SHOW,2008,23,3.0,7.2,9789.0,110.808,8.3,US,1,scifi,2,ben 10: alien force
Project Greenlight,SHOW,2001,37,4.0,7.2,914.0,4.14,6.1,US,1,documentation,26,project greenlight
"Lucy, the Daughter of the Devil",SHOW,2005,12,1.0,7.6,1660.0,4.443,7.3,US,1,animation,22,"lucy, the daughter of the devil"
How to Make It in America,SHOW,2010,28,2.0,7.9,15581.0,7.32,7.4,US,1,comedy,1,how to make it in america
Hard Knocks,SHOW,2001,48,17.0,8.0,23.0,5.596,7.3,US,1,documentation,26,hard knocks
John from Cincinnati,SHOW,2007,49,1.0,6.9,4823.0,5.484,6.9,US,1,scifi,2,john from cincinnati
The Sarah Jane Adventures,SHOW,2007,27,5.0,7.4,5998.0,11.223,7.1,GB,1,scifi,47,the sarah jane adventures
Delocated,SHOW,2008,20,3.0,7.3,2439.0,4.146,6.3,US,1,comedy,1,delocated
Dane Cook's Tourgasm,SHOW,2006,29,1.0,5.2,518.0,0.715,3.0,US,1,comedy,1,dane cook's tourgasm
Ben 10: Ultimate Alien,SHOW,2010,23,3.0,7.6,7423.0,116.779,8.2,US,1,action,17,ben 10: ultimate alien
Xavier: Renegade Angel,SHOW,2007,11,2.0,7.7,4151.0,3.878,8.6,US,1,animation,22,xavier: renegade angel
The Life & Times of Tim,SHOW,2008,19,3.0,8.3,6453.0,7.687,7.7,US,1,comedy,1,the life & times of tim
Eve,SHOW,2003,20,3.0,6.2,1169.0,5.322,8.9,US,1,comedy,1,eve
Category 7: The End of the World,SHOW,2005,86,1.0,4.5,2767.0,0.050393,10.0,US,1,drama,10,category 7: the end of the world
Funny or Die Presents,SHOW,2010,26,3.0,5.9,10.0,4.668,4.2,US,1,comedy,1,funny or die presents
12 oz. Mouse,SHOW,2005,11,3.0,6.5,2244.0,4.801,7.4,US,1,animation,22,12 oz. mouse
Capadocia,SHOW,2008,61,3.0,8.2,638.0,9.897,8.0,MX,1,drama,28,capadocia
Epitaphs,SHOW,2004,47,2.0,7.9,1264.0,4.237,7.4,AR,1,crime,-1,epitaphs
If God Is Willing and da Creek Don't Rise,SHOW,2010,72,1.0,7.3,535.0,2.335,6.6,US,1,documentation,26,if god is willing and da creek don't rise
Kindergarten,SHOW,2001,27,1.0,8.7,96.0,1.121,8.0,US,1,documentation,26,kindergarten
Game of Thrones,SHOW,2011,58,8.0,9.2,1983794.0,492.101,8.4,US,1,scifi,-1,game of thrones
Person of Interest,SHOW,2011,44,5.0,8.5,172971.0,49.691,8.1,US,1,scifi,2,person of interest
Veep,SHOW,2012,29,7.0,8.3,53090.0,16.35,7.4,US,1,comedy,1,veep
Impractical Jokers,SHOW,2011,24,10.0,8.6,38717.0,43.275,7.9,US,1,comedy,1,impractical jokers
The Newsroom,SHOW,2012,57,3.0,8.6,113317.0,31.452,8.1,US,1,drama,10,the newsroom
Happy Endings,SHOW,2011,21,3.0,7.8,37778.0,19.134,7.1,US,1,comedy,1,happy endings
Falling Skies,SHOW,2011,42,5.0,7.1,88651.0,23.5,7.1,US,1,scifi,2,falling skies
Key & Peele,SHOW,2012,22,5.0,8.4,20391.0,16.505,7.6,US,1,comedy,1,key & peele
Hunter x Hunter,SHOW,2011,23,3.0,9.0,87857.0,117.924,8.8,JP,1,drama,7,hunter x hunter
Scott & Bailey,SHOW,2011,46,5.0,8.0,8567.0,7.546,7.7,GB,1,drama,29,scott & bailey
Girls,SHOW,2012,29,6.0,7.3,70655.0,26.042,6.1,US,1,comedy,1,girls
Billy on the Street,SHOW,2011,22,6.0,7.7,2348.0,6.125,6.3,US,1,comedy,1,billy on the street
The Amazing World of Gumball,SHOW,2011,10,6.0,8.3,29336.0,106.687,8.6,US,2,scifi,2,the amazing world of gumball
Puella Magi Madoka Magica,SHOW,2011,24,1.0,8.3,9055.0,17.086,8.2,JP,1,scifi,8,puella magi madoka magica
Major Crimes,SHOW,2012,43,13.0,7.7,13898.0,44.103,7.1,US,1,crime,16,major crimes
DCI Banks,SHOW,2011,47,5.0,7.7,7457.0,15.866,7.2,GB,1,crime,38,dci banks
Parade's End,SHOW,2012,59,1.0,7.5,10108.0,8.561,6.9,GB,1,war,44,parade's end
The Looney Tunes Show,SHOW,2011,23,2.0,7.4,15815.0,41.867,8.0,US,1,comedy,1,the looney tunes show
Green Lantern: The Animated Series,SHOW,2011,22,1.0,8.1,6692.0,13.212,7.8,US,1,action,17,green lantern: the animated series
Enlightened,SHOW,2011,27,2.0,7.6,8690.0,7.2,7.3,US,1,comedy,1,enlightened
Blue Exorcist,SHOW,2011,24,2.0,7.5,12741.0,44.755,8.1,JP,1,scifi,8,blue exorcist
Mildred Pierce,SHOW,2011,67,1.0,7.6,21461.0,14.248,7.2,US,1,drama,10,mildred pierce
Loiter Squad,SHOW,2012,12,3.0,6.8,2268.0,5.398,7.9,US,1,comedy,1,loiter squad
Mortal Kombat: Legacy,SHOW,2011,10,2.0,7.4,9648.0,23.764,6.8,CA,2,scifi,5,mortal kombat: legacy
Black Dynamite,SHOW,2012,24,2.0,8.1,4438.0,17.757,7.6,US,1,action,17,black dynamite
Bedlam,SHOW,2011,45,2.0,6.5,2308.0,3.56,5.8,GB,1,drama,29,bedlam
"China, IL",SHOW,2011,20,3.0,7.1,2349.0,8.778,6.3,US,1,animation,22,"china, il"
Ben 10: Omniverse,SHOW,2012,22,8.0,6.0,4974.0,43.059,8.3,US,1,action,17,ben 10: omniverse
Off the Air,SHOW,2011,13,11.0,8.5,919.0,4.339,8.0,US,1,scifi,2,off the air
The Fades,SHOW,2011,59,1.0,7.6,6617.0,8.321,7.4,GB,1,scifi,47,the fades
Luck,SHOW,2012,53,2.0,7.5,5778.0,7.654,7.0,US,1,drama,10,luck
"The Heart, She Holler",SHOW,2011,12,3.0,6.5,1307.0,3.212,7.2,US,1,comedy,1,"the heart, she holler"
Eagleheart,SHOW,2011,13,3.0,7.4,1971.0,8.548,6.9,US,1,action,17,eagleheart
On Death Row,SHOW,2012,49,2.0,7.9,1195.0,2.073,7.4,AT,3,documentation,-1,on death row
Witness,SHOW,2012,46,1.0,7.8,256.0,0.711,7.5,US,1,documentation,26,witness
Little Baby Bum,SHOW,2011,5,4.0,6.4,94.0,2.728,10.0,GB,1,animation,4,little baby bum
Profugos,SHOW,2011,51,2.0,8.0,1197.0,10.928,7.8,CL,1,action,-1,profugos
The Weight Of The Nation For Kids,SHOW,2012,30,1.0,6.6,21.0,0.6,6.0,US,1,documentation,26,the weight of the nation for kids
Rick and Morty,SHOW,2013,22,5.0,9.2,473951.0,238.434,8.8,US,1,scifi,2,rick and morty
Anthony Bourdain: Parts Unknown,SHOW,2013,43,12.0,8.8,5941.0,10.438,7.2,US,1,documentation,26,anthony bourdain: parts unknown
True Detective,SHOW,2014,60,3.0,8.9,546443.0,43.786,8.3,US,1,drama,10,true detective
Nathan For You,SHOW,2013,25,4.0,8.9,25396.0,10.796,8.0,US,1,comedy,1,nathan for you
Banshee,SHOW,2013,51,4.0,8.4,98418.0,65.693,7.9,US,1,crime,16,banshee
Silicon Valley,SHOW,2014,29,6.0,8.5,143966.0,41.72,8.1,US,1,comedy,1,silicon valley
The Leftovers,SHOW,2014,58,3.0,8.3,93896.0,52.732,7.7,US,1,scifi,2,the leftovers
Last Week Tonight with John Oliver,SHOW,2014,31,9.0,8.9,86402.0,33.085,7.9,US,1,comedy,1,last week tonight with john oliver
Over the Garden Wall,SHOW,2014,11,1.0,8.8,51729.0,39.166,8.5,US,1,family,3,over the garden wall
Steven Universe,SHOW,2013,11,6.0,8.2,32020.0,84.339,8.5,US,1,action,17,steven universe
The Knick,SHOW,2014,54,2.0,8.5,47732.0,12.834,8.0,US,1,drama,10,the knick
Gomorrah,SHOW,2014,47,5.0,8.7,38381.0,80.218,8.1,IT,1,drama,46,gomorrah
Teen Titans Go!,SHOW,2013,12,7.0,5.3,20610.0,57.621,6.9,US,1,action,17,teen titans go!
Your Pretty Face Is Going to Hell,SHOW,2013,11,4.0,7.8,2361.0,5.107,7.2,US,1,comedy,1,your pretty face is going to hell
Your Lie in April,SHOW,2014,22,1.0,8.5,25293.0,45.087,8.9,JP,1,animation,6,your lie in april
Inside Amy Schumer,SHOW,2013,21,4.0,6.0,12365.0,12.247,5.8,US,1,comedy,1,inside amy schumer
KILL la KILL,SHOW,2013,25,1.0,7.9,13372.0,20.572,8.4,JP,1,action,21,kill la kill
Olive Kitteridge,SHOW,2014,60,1.0,8.3,21737.0,12.312,7.6,US,1,drama,10,olive kitteridge
Hello Ladies,SHOW,2013,29,2.0,7.4,12505.0,9.461,6.7,US,1,comedy,1,hello ladies
The Honourable Woman,SHOW,2014,61,1.0,8.0,10622.0,7.326,7.6,GB,2,drama,29,the honourable woman
Bachelor in Paradise,SHOW,2014,79,7.0,5.2,1708.0,10.852,5.0,US,1,reality,19,bachelor in paradise
Tim and Eric's Bedtime Stories,SHOW,2014,13,2.0,7.8,2290.0,4.475,7.4,US,1,comedy,1,tim and eric's bedtime stories
Looking,SHOW,2014,28,2.0,8.3,18344.0,26.361,7.4,US,1,drama,10,looking
Garfunkel and Oates,SHOW,2014,11,1.0,7.5,3290.0,6.581,7.0,US,1,comedy,1,garfunkel and oates
The Carbonaro Effect,SHOW,2014,22,6.0,7.5,2354.0,3.72,7.5,US,1,comedy,1,the carbonaro effect
Black Jesus,SHOW,2014,21,3.0,6.9,3477.0,8.195,5.4,US,1,comedy,1,black jesus
Family Tree,SHOW,2013,22,1.0,7.3,3481.0,3.278,6.5,GB,2,comedy,0,family tree
Clarence,SHOW,2014,14,3.0,6.7,9381.0,52.252,6.7,US,1,comedy,1,clarence
Getting On,SHOW,2013,28,3.0,7.7,3560.0,6.431,6.6,US,1,comedy,1,getting on
Beware the Batman,SHOW,2013,22,1.0,7.3,4255.0,18.167,7.2,US,1,action,17,beware the batman
Uncle Grandpa,SHOW,2013,15,5.0,4.3,6157.0,37.097,3.8,US,1,scifi,2,uncle grandpa
Sr. Ávila,SHOW,2013,53,4.0,8.2,918.0,10.982,8.0,MX,1,drama,28,sr. ávila
El Negocio,SHOW,2013,53,4.0,8.0,1620.0,14.47,7.8,BR,1,drama,49,el negocio
Grace,SHOW,2014,38,2.0,5.4,134.0,0.952,7.0,SG,1,thriller,-1,grace
Shadows,SHOW,2014,53,3.0,8.9,9898.0,10.378,8.5,RO,1,drama,-1,shadows
This Is Life with Lisa Ling,SHOW,2014,42,8.0,8.0,429.0,4.862,7.4,US,1,documentation,26,this is life with lisa ling
Saving My Tomorrow,SHOW,2014,28,1.0,6.6,53.0,1.254,6.0,US,1,documentation,26,saving my tomorrow
Bing,SHOW,2014,7,3.0,6.3,464.0,8.027,9.5,RO,1,animation,-1,bing
Psi,SHOW,2014,55,4.0,8.2,327.0,6.322,9.3,BR,1,drama,49,psi
Aldnoah.Zero,SHOW,2014,24,2.0,7.2,2188.0,13.585,7.9,JP,1,action,21,aldnoah.zero
Pac-Man and the Ghostly Adventures,SHOW,2013,22,3.0,4.8,635.0,16.672,7.4,US,3,action,17,pac-man and the ghostly adventures
Viking Women,SHOW,2014,54,1.0,6.3,38.0,1.496,7.5,US,1,documentation,26,viking women
Mao Mao: Heroes of Pure Heart,SHOW,2014,11,2.0,7.4,833.0,15.904,7.9,US,1,action,17,mao mao: heroes of pure heart
Head Over Heels,SHOW,2014,35,2.0,7.0,140.0,3.673,4.5,CZ,1,comedy,-1,head over heels
Westworld,SHOW,2016,63,4.0,8.6,474807.0,75.732,8.1,US,1,scifi,2,westworld
The Great Pottery Throw Down,SHOW,2015,54,5.0,8.6,812.0,3.333,8.5,GB,1,reality,14,the great pottery throw down
Search Party,SHOW,2016,25,5.0,7.7,10514.0,19.88,7.0,US,1,thriller,32,search party
The Night Of,SHOW,2016,65,1.0,8.5,141124.0,21.585,7.9,US,1,drama,10,the night of
Food Wars! Shokugeki no Soma,SHOW,2015,24,5.0,8.2,9651.0,27.516,8.6,JP,1,animation,6,food wars! shokugeki no soma
Mob Psycho 100,SHOW,2016,24,3.0,8.6,26853.0,50.056,8.5,JP,1,action,21,mob psycho 100
Berserk,SHOW,2016,25,2.0,6.8,5711.0,30.219,7.6,JP,1,action,21,berserk
The Jinx: The Life and Deaths of Robert Durst,SHOW,2015,45,1.0,8.6,44477.0,13.584,8.0,US,1,documentation,26,the jinx: the life and deaths of robert durst
Adam Ruins Everything,SHOW,2015,23,3.0,8.0,6792.0,12.174,7.7,US,1,comedy,1,adam ruins everything
Wrecked,SHOW,2016,21,3.0,7.3,7158.0,21.612,6.4,US,1,comedy,1,wrecked
Vice Principals,SHOW,2016,31,2.0,8.0,25242.0,14.743,7.1,US,1,comedy,1,vice principals
Kabaneri of the Iron Fortress,SHOW,2016,22,2.0,7.2,5326.0,31.873,6.7,JP,1,scifi,8,kabaneri of the iron fortress
KonoSuba – God's blessing on this wonderful world!!,SHOW,2016,24,2.0,7.8,9987.0,65.348,8.7,JP,1,action,21,konosuba – god's blessing on this wonderful world!!
Insecure,SHOW,2016,32,5.0,7.9,18003.0,27.964,7.7,US,1,drama,10,insecure
Re:ZERO -Starting Life in Another World-,SHOW,2016,27,2.0,8.1,17113.0,66.802,7.8,JP,1,action,21,re:zero -starting life in another world-
Show Me a Hero,SHOW,2015,60,1.0,8.0,10805.0,10.111,7.3,US,1,drama,10,show me a hero
ERASED,SHOW,2016,22,1.0,8.5,42699.0,21.821,8.7,JP,1,drama,7,erased
Ballers,SHOW,2015,29,5.0,7.5,42095.0,71.051,6.7,US,1,drama,10,ballers
High Maintenance,SHOW,2016,23,4.0,8.1,8499.0,13.629,6.6,US,1,comedy,1,high maintenance
We Bare Bears,SHOW,2015,13,4.0,7.9,14984.0,84.785,7.7,US,1,comedy,1,we bare bears
The Young Pope,SHOW,2016,59,1.0,8.3,42727.0,26.341,7.6,US,5,drama,-1,the young pope
The Testament of Sister New Devil,SHOW,2015,24,4.0,6.6,2497.0,105.744,8.1,JP,1,scifi,8,the testament of sister new devil
Bungo Stray Dogs,SHOW,2016,24,3.0,7.8,5470.0,43.839,8.4,JP,1,scifi,8,bungo stray dogs
Vinyl,SHOW,2016,59,1.0,7.7,23325.0,11.465,7.0,US,1,drama,10,vinyl
Chewing Gum,SHOW,2015,23,2.0,7.7,9066.0,12.507,7.5,GB,1,comedy,0,chewing gum
Full Frontal with Samantha Bee,SHOW,2016,22,7.0,5.6,6428.0,10.678,6.3,US,1,comedy,1,full frontal with samantha bee
Butterfly Effect,SHOW,2016,25,3.0,8.5,120.0,4.308,7.8,FR,1,documentation,-1,butterfly effect
United Shades of America,SHOW,2016,43,6.0,6.6,790.0,5.096,5.5,US,1,documentation,26,united shades of america
Togetherness,SHOW,2015,27,2.0,7.5,8437.0,20.024,6.8,US,1,comedy,1,togetherness
Rokka - Braves of the Six Flowers,SHOW,2015,23,1.0,6.9,1843.0,34.05,6.9,JP,1,action,21,rokka - braves of the six flowers
91 Days,SHOW,2016,25,1.0,7.7,3703.0,14.539,7.8,JP,1,crime,-1,91 days
Zapped,SHOW,2016,31,3.0,6.7,1459.0,9.317,6.6,GB,1,scifi,47,zapped
The Pact,SHOW,2015,53,2.0,7.3,1040.0,4.437,6.6,PL,1,drama,-1,the pact
Ben 10,SHOW,2016,12,5.0,3.0,4611.0,52.985,6.3,US,1,action,17,ben 10
Animals.,SHOW,2016,26,3.0,7.2,3842.0,7.6,6.4,US,1,animation,22,animals.
The Brink,SHOW,2015,27,1.0,7.8,14024.0,13.322,7.2,US,1,comedy,1,the brink
The Powerpuff Girls,SHOW,2016,14,3.0,3.5,4285.0,14.878,4.8,US,1,comedy,1,the powerpuff girls
Little Big Shots,SHOW,2016,42,4.0,7.1,510.0,6.634,7.9,US,1,reality,19,little big shots
Breakthrough,SHOW,2015,46,2.0,7.6,282.0,3.707,6.0,US,1,documentation,26,breakthrough
Those Who Can't,SHOW,2016,23,3.0,7.1,1449.0,9.285,6.3,US,1,comedy,1,those who can't
"Be Cool, Scooby-Doo!",SHOW,2015,22,2.0,6.5,2199.0,21.456,8.6,US,1,comedy,1,"be cool, scooby-doo!"
Divorce,SHOW,2016,29,3.0,5.8,5.0,6.355,6.4,US,1,comedy,1,divorce
Impractical Jokers: Inside Jokes,SHOW,2016,29,1.0,8.6,2663.0,7.076,7.8,US,1,reality,19,impractical jokers: inside jokes
Wasteland,SHOW,2016,57,1.0,8.0,1966.0,4.188,7.2,CZ,1,thriller,-1,wasteland
Golden Life,SHOW,2015,54,3.0,8.8,7769.0,10.706,8.6,HU,1,drama,-1,golden life
Kiznaiver,SHOW,2016,24,1.0,7.0,1414.0,12.601,8.0,JP,1,scifi,8,kiznaiver
Schwarzes Marken,SHOW,2016,23,1.0,5.9,161.0,6.661,7.2,JP,1,scifi,8,schwarzes marken
Halfworlds,SHOW,2015,38,3.0,7.4,7.0,4.812,6.0,ID,1,thriller,-1,halfworlds
The Casual Vacancy,SHOW,2015,60,1.0,6.5,3089.0,5.722,6.5,GB,1,drama,29,the casual vacancy
Nuclear Family,SHOW,2016,58,1.0,6.8,393.0,0.758,8.3,US,1,documentation,26,nuclear family
Magnifica 70,SHOW,2015,52,3.0,7.6,418.0,3.013,7.8,BR,1,drama,49,magnifica 70
Mighty Magiswords,SHOW,2015,14,2.0,4.7,1258.0,4.766,5.4,US,1,scifi,2,mighty magiswords
Mamon,SHOW,2015,54,1.0,7.3,282.0,1.27,6.0,CZ,1,crime,-1,mamon
New Looney Tunes,SHOW,2015,9,3.0,5.6,992.0,38.633,7.1,US,1,animation,22,new looney tunes
Deep Time History,SHOW,2016,50,1.0,8.3,134.0,1.127,9.0,US,1,documentation,26,deep time history
Hack My Life,SHOW,2015,22,6.0,6.3,404.0,1.375,5.0,US,1,documentation,26,hack my life
Digits,SHOW,2016,53,1.0,7.8,87.0,1.186,8.0,US,1,documentation,26,digits
Long Live the Royals,SHOW,2015,11,1.0,6.7,176.0,8.103,8.0,US,1,comedy,1,long live the royals
Dream the Future,SHOW,2016,49,2.0,7.3,49.0,2.758,7.0,FR,1,documentation,-1,dream the future
El Hipnotizador,SHOW,2015,56,2.0,6.9,187.0,7.841,8.5,AR,3,scifi,-1,el hipnotizador
Rachel Dratch's Late Night Snack,SHOW,2016,23,2.0,5.1,141.0,0.885,5.0,US,1,comedy,1,rachel dratch's late night snack
Messy goes to OKIDO,SHOW,2015,11,2.0,7.2,79.0,2.306,8.0,GB,1,family,-1,messy goes to okido
Dios Inc.,SHOW,2016,51,1.0,6.3,65.0,0.649,10.0,US,2,thriller,32,dios inc.
Secret Life of Lakes,SHOW,2015,52,1.0,7.9,10.0,1.168,10.0,US,1,documentation,26,secret life of lakes
Secret Life Underground,SHOW,2015,51,1.0,7.6,15.0,0.973,10.0,US,1,documentation,26,secret life underground
The Silent Valley,SHOW,2016,58,1.0,6.7,652.0,2.93,7.7,RO,1,crime,-1,the silent valley
Barry,SHOW,2018,32,3.0,8.3,63583.0,62.057,7.9,US,1,crime,16,barry
Young Sheldon,SHOW,2017,19,5.0,7.5,54217.0,276.785,8.0,US,1,comedy,1,young sheldon
Succession,SHOW,2018,63,3.0,8.8,126080.0,48.4,8.0,US,1,drama,10,succession
My Brilliant Friend,SHOW,2018,58,3.0,8.6,13973.0,46.317,8.3,IT,2,drama,46,my brilliant friend
Big Little Lies,SHOW,2017,50,2.0,8.5,184531.0,40.623,7.9,US,1,drama,10,big little lies
Wellington Paranormal,SHOW,2018,22,4.0,7.7,4453.0,10.991,7.2,NZ,1,comedy,-1,wellington paranormal
C.B. Strike,SHOW,2017,60,4.0,7.9,14055.0,20.613,6.8,GB,1,drama,29,c.b. strike
Titans,SHOW,2018,46,3.0,7.6,95615.0,147.342,8.1,US,1,scifi,2,titans
Sharp Objects,SHOW,2018,55,1.0,8.1,91210.0,22.641,7.8,US,1,crime,16,sharp objects
I'm Sorry,SHOW,2017,24,3.0,8.0,5425.0,7.407,6.9,US,1,comedy,1,i'm sorry
The Alienist,SHOW,2018,47,2.0,7.7,52732.0,48.874,7.8,US,1,drama,10,the alienist
The Deuce,SHOW,2017,65,3.0,8.1,28201.0,24.512,7.7,US,1,drama,10,the deuce
Joe Pera Talks With You,SHOW,2018,12,3.0,8.9,2139.0,2.054,8.3,US,1,comedy,1,joe pera talks with you
Stath Lets Flats,SHOW,2018,26,3.0,7.6,3485.0,5.102,6.4,GB,1,comedy,0,stath lets flats
Final Space,SHOW,2018,21,3.0,8.2,42062.0,42.679,8.6,US,1,scifi,2,final space
Craig of the Creek,SHOW,2018,11,4.0,7.2,2277.0,46.369,8.5,US,1,comedy,1,craig of the creek
At Home with Amy Sedaris,SHOW,2017,24,3.0,7.8,1166.0,2.813,7.8,US,1,comedy,1,at home with amy sedaris
Gunpowder,SHOW,2017,59,1.0,6.6,10270.0,10.166,6.9,GB,1,war,44,gunpowder
Room 104,SHOW,2017,25,4.0,6.1,5626.0,21.618,5.9,US,1,drama,10,room 104
Crashing,SHOW,2017,30,3.0,7.5,7270.0,9.101,7.4,US,1,comedy,1,crashing
The Shivering Truth,SHOW,2018,11,2.0,8.0,1899.0,3.693,7.3,US,1,comedy,1,the shivering truth
Lucas the Spider,SHOW,2017,4,3.0,8.4,130.0,2.833,8.0,US,1,family,3,lucas the spider
The Misadventures of Romesh Ranganathan,SHOW,2018,59,4.0,7.7,571.0,2.027,8.0,GB,1,documentation,41,the misadventures of romesh ranganathan
Summer Camp Island,SHOW,2018,11,5.0,7.6,1423.0,51.693,7.5,US,1,scifi,2,summer camp island
Folklore,SHOW,2018,53,2.0,5.7,459.0,9.695,7.0,SG,1,drama,-1,folklore
On the Spectrum,SHOW,2018,30,1.0,8.7,333.0,1.313,8.0,IL,1,drama,-1,on the spectrum
Total DramaRama,SHOW,2018,13,3.0,4.0,685.0,14.61,5.2,CA,1,comedy,18,total dramarama
Camping,SHOW,2018,41,1.0,4.9,3022.0,11.795,5.2,US,1,comedy,1,camping
Miss Sherlock,SHOW,2018,50,1.0,6.9,1105.0,7.877,7.3,JP,1,drama,7,miss sherlock
Sally4Ever,SHOW,2018,30,1.0,6.5,1789.0,6.633,5.6,GB,1,comedy,0,sally4ever
Axios,SHOW,2018,31,4.0,6.0,343.0,9.884,8.6,US,1,documentation,26,axios
Apple & Onion,SHOW,2018,11,3.0,5.5,1676.0,22.819,6.2,US,1,animation,22,apple & onion
4 Blocks,SHOW,2017,51,3.0,8.2,7807.0,23.656,5.6,DE,1,drama,45,4 blocks
Mosaic,SHOW,2018,50,1.0,6.4,3278.0,9.899,7.5,US,1,drama,10,mosaic
Random Acts of Flyness,SHOW,2018,34,2.0,6.5,649.0,4.945,6.4,US,1,scifi,2,random acts of flyness
The Shop: Uninterrupted,SHOW,2018,22,5.0,6.6,997.0,7.981,8.3,US,1,comedy,1,the shop: uninterrupted
Ellen's Game of Games,SHOW,2017,42,4.0,5.1,1011.0,3.204,7.2,US,1,reality,19,ellen's game of games
Here and Now,SHOW,2018,60,1.0,6.8,4845.0,13.885,7.0,US,1,drama,10,here and now
The History of Food,SHOW,2018,28,1.0,7.2,44.0,2.043,10.0,US,1,documentation,26,the history of food
Ancient Earth,SHOW,2017,32,2.0,7.4,70.0,0.6,6.0,US,1,documentation,26,ancient earth
OK K.O.! Let's Be Heroes,SHOW,2017,11,3.0,6.5,2908.0,15.008,7.8,US,1,animation,22,ok k.o.! let's be heroes
Impractical Jokers: After Party,SHOW,2017,24,4.0,7.5,555.0,1.4,8.0,US,1,reality,19,impractical jokers: after party
Road Trip,SHOW,2017,27,2.0,7.5,24.0,0.728,7.0,ES,1,reality,-1,road trip
The Bronze Garden,SHOW,2017,55,2.0,7.9,1239.0,8.673,7.1,AR,1,drama,39,the bronze garden
Arthur's Law,SHOW,2018,48,2.0,7.2,341.0,2.443,8.3,DE,1,comedy,-1,arthur's law
Being Serena,SHOW,2018,29,1.0,6.1,382.0,1.089,7.3,US,1,documentation,26,being serena
Blinded by the Lights,SHOW,2018,60,1.0,7.8,2953.0,9.018,7.8,PL,1,crime,-1,blinded by the lights
First Dates Hotel,SHOW,2017,48,6.0,6.5,253.0,1.646,7.3,FR,2,reality,-1,first dates hotel
Hackerville,SHOW,2018,53,1.0,7.1,1576.0,4.476,7.8,RO,1,crime,-1,hackerville
